title,city,neighborhood,price_per_month,m2,price_m2,bedrooms,bathrooms,year_of_construction,air_conditioner
Alquiler ático fabuloso ático amueblado y equipado a pasos de la estación poble sec en Barcelona,Barcelona,El Poble Sec - Parc de Montjuïc,2030.0,54.0,37.59,2,,-1,False
"Alquiler piso  con 3 habitaciones amueblado con ascensor, calefacción y aire acondicionado en Barcelona",Barcelona,El Camp d´en Grassot i Gràcia Nova,1900.0,100.0,19.0,3,2,1930,True
Alquiler piso  en alquiler en born en St. Pere - Sta. Caterina - El Born Barcelona,Barcelona,St. Pere - Sta. Caterina - El Born,1350.0,74.0,18.24,2,,2009,False
Alquiler apartamento en Gòtic Barcelona,Barcelona,Gòtic,1600.0,37.0,43.24,1,,-1,True
Alquiler apartamento  amueblado en El Parc i la Llacuna del Poblenou Barcelona,Barcelona,El Parc i la Llacuna del Poblenou,1713.0,37.0,46.3,,,-1,False
Alquiler apartamento en carrer de balmes 372 studio silencioso en Barcelona,Barcelona,Putget - Farró,750.0,35.0,21.43,,,-1,True
Alquiler piso soleado y tranquilo en Sant Antoni Barcelona,Barcelona,Sant Antoni,2300.0,80.0,28.75,3,,1928,True
Alquiler piso  en finca regia en Vila de Gràcia Barcelona,Barcelona,Vila de Gràcia,1590.0,80.0,19.88,2,,1890,True
Alquiler estudio fantástico apartamento amueblado de 3 habitaciones en gracia en Barcelona,Barcelona,Vila de Gràcia,2220.0,80.0,27.75,3,2,-1,False
"Alquiler apartamento  amueblado con ascensor, calefacción y aire acondicionado en Barcelona",Barcelona,St. Pere - Sta. Caterina - El Born,2245.0,50.0,44.9,1,,-1,True
Alquiler piso precioso apartamento amueblado y equipado a pasos de la estación poble sec en Barcelona,Barcelona,El Poble Sec - Parc de Montjuïc,1960.0,54.0,36.3,2,,-1,False
Alquiler apartamento merce mar 4 en Gòtic Barcelona,Barcelona,Gòtic,1750.0,65.0,26.92,2,,-1,True
Alquiler apartamento 72m2 en paseo de la zona franca obra nueva en Barcelona,Barcelona,La Marina del Prat Vermell,1520.0,72.0,21.11,2,2,-1,True
Alquiler piso zona Horta ambulatorio parking grande opcional en Barcelona,Barcelona,Horta,980.0,71.0,13.8,2,,1988,True
"Alquiler piso alto standing, muy buen estado en Sant Gervasi - Galvany Barcelona",Barcelona,Sant Gervasi - Galvany,6000.0,265.0,22.64,5,4,1975,True
Alquiler apartamento  amueblado con ascensor en Barcelona,Barcelona,Raval,1700.0,55.0,30.91,1,,-1,False
Alquiler piso  de alquiler temporal en zona céntrica en Barcelona,Barcelona,Raval,1190.0,45.0,26.44,1,,-1,True
Alquiler piso  en alquiler en ronda general mitre en Barcelona,Barcelona,Sant Gervasi - Bonanova,3400.0,221.0,15.38,5,3,1970,True
Alquiler apartamento  con 2 habitaciones amueblado con calefacción y aire acondicionado en Barcelona,Barcelona,Vila de Gràcia,1650.0,67.0,24.63,2,,-1,True
Alquiler piso  en alquiler en el Raval en Raval Barcelona,Barcelona,Raval,1500.0,70.0,21.43,2,,-1,True
"Alquiler piso vistas mar,gran terraza,3h dobes en Barcelona",Barcelona,Diagonal Mar i el Front Marítim del Poblenou,4300.0,190.0,22.63,3,2,2005,True
Alquiler apartamento en Vila de Gràcia Barcelona,Barcelona,Vila de Gràcia,1630.0,30.0,54.33,1,,-1,True
Alquiler piso loft exclusivo en ciutat vella en St. Pere - Sta. Caterina - El Born Barcelona,Barcelona,St. Pere - Sta. Caterina - El Born,7000.0,290.0,24.14,2,2,-1,True
"Alquiler apartamento  con 3 habitaciones amueblado con ascensor, calefacción y aire acondicionado en Barcelona",Barcelona,Gòtic,2900.0,108.0,26.85,3,2,1900,True
Alquiler piso  moderno y elegante en St. Pere - Sta. Caterina - El Born Barcelona,Barcelona,St. Pere - Sta. Caterina - El Born,2100.0,92.0,22.83,1,2,1992,True
"Alquiler apartamento  con 2 habitaciones amueblado con ascensor, calefacción y aire acondicionado en Barcelona",Barcelona,L´Antiga Esquerra de l´Eixample,3095.0,75.0,41.27,2,2,-1,True
Not found,Not found,Not found,-1.0,,,,,-1,False
Alquiler piso en carrer de casas i amigó 52 en Porta Barcelona,Barcelona,Porta,1250.0,79.0,15.82,2,,1973,True
Alquiler ático en Sant Gervasi - Galvany Barcelona,Barcelona,Sant Gervasi - Galvany,1150.0,47.0,24.47,1,,-1,True
Alquiler apartamento 80m2 en paseo de la zona franca obra nueva en Barcelona,Barcelona,La Marina del Prat Vermell,1560.0,80.0,19.5,2,2,-1,True
"Alquiler piso en calle abadessa olzet 13 piso con 4 habitaciones con ascensor, calefacción y aire acondicionado en Barcelona",Barcelona,Pedralbes,4261.0,149.0,28.6,4,3,2008,True
Alquiler piso amplio piso amueblado en carrer de lluna en Barcelona,Barcelona,Raval,1915.0,70.0,27.36,2,,-1,True
Alquiler piso en carrer de laforja 30 esquinero a estrenar con enorme terraza en Barcelona,Barcelona,Sant Gervasi - Galvany,2950.0,96.0,30.73,3,2,-1,True
Alquiler piso  en Sarrià Barcelona,Barcelona,Sarrià,1100.0,49.0,22.45,1,,1970,False
Alquiler apartamento precioso apartamento cerca de la playa en Barcelona,Barcelona,Gòtic,3500.0,100.0,35.0,4,2,-1,True
Alquiler piso en carrer dels ases 3 loft equipado en Barcelona,Barcelona,St. Pere - Sta. Caterina - El Born,1100.0,45.0,24.44,1,,1900,True
Alquiler piso en carrer de ricardo villa 7 piso de 150 m2 de 3 hab. en c. ricardo villa en Barcelona,Barcelona,Tres Torres,2800.0,150.0,18.67,3,3,1999,True
Alquiler apartamento  amueblado en Pedralbes Barcelona,Barcelona,Pedralbes,1646.0,37.0,44.49,,,-1,False
Alquiler piso 143m2 en paseo de la zona franca obra nueva en Barcelona,Barcelona,La Marina del Prat Vermell,1520.0,143.0,10.63,3,2,-1,True
Alquiler apartamento precioso apartamento en sant gervasi para alquileres mensuales en Barcelona,Barcelona,Sant Gervasi - Galvany,1575.0,45.0,35.0,1,,-1,True
"Alquiler ático en calle via augusta 349- ático con 3 habitaciones con ascensor, calefacción y aire acondicionado en Barcelona",Barcelona,Sarrià,3495.0,116.0,30.13,3,2,2019,True
"Alquiler ático en calle ample 11 ático con ascensor, piscina, calefacción y aire acondicionado en Barcelona",Barcelona,Gòtic,2645.0,53.0,49.91,1,,2020,True
Alquiler piso en placeta d'anna murià 2 piso con 2 habitaciones amueblado con ascensor y parking en Barcelona,Barcelona,Raval,1720.0,63.0,27.3,2,,-1,False
Alquiler piso moderno apartamento amueblado en Sant Antoni en Barcelona,Barcelona,Sant Antoni,1980.0,53.0,37.36,2,,-1,False
Alquiler piso ático de alquiler temporal en Dreta de l´Eixample Barcelona,Barcelona,Dreta de l´Eixample,1800.0,38.0,47.37,1,,-1,False
Alquiler piso alto a reformar en finca regia en L´Antiga Esquerra de l´Eixample Barcelona,Barcelona,L´Antiga Esquerra de l´Eixample,3000.0,200.0,15.0,3,3,1930,False
Alquiler piso  amueblado con terraza de 50m2 en eixample en Barcelona,Barcelona,La Nova Esquerra de l´Eixample,2500.0,75.0,33.33,3,,-1,True
Alquiler piso 97m2 en travessera gracia (de) obra nueva en Barcelona,Barcelona,Sant Gervasi - Galvany,3000.0,97.0,30.93,3,2,-1,False
"Alquiler ático buen ático con terraza, 4 habitaciones y pk. en Barcelona",Barcelona,El Camp d´en Grassot i Gràcia Nova,2100.0,109.0,19.27,4,2,1967,True
Alquiler piso precioso apartamento equipado en zona céntrica en Barcelona,Barcelona,Raval,1915.0,60.0,31.92,2,,-1,True
Alquiler piso  de alquiler temporal de 3 habitaciones en Barcelona,Barcelona,Vila de Gràcia,2220.0,80.0,27.75,4,,-1,False
Alquiler loft  amueblado en La Salut Barcelona,Barcelona,La Salut,2500.0,180.0,13.89,1,2,-1,False
Alquiler piso precioso piso reformado a estrenar en Barcelona,Barcelona,Vila de Gràcia,2300.0,152.0,15.13,2,2,1920,True
Alquiler piso precioso apartamento equipado en zona céntrica en Barcelona,Barcelona,Raval,1815.0,45.0,40.33,2,,-1,True
"Alquiler piso  exterior a calle. salón comedor amplio con salida a balcón. cocina tipo office reformada. el piso dispone de acabados de calidad, gres, calefacción individual de gas, instalación eléctrica nueva. servicio de portería y ascensor en Barcelona",Barcelona,Sant Gervasi - Bonanova,1720.0,148.0,11.62,4,2,1946,False
Alquiler piso planta baja en calle peatonal en Sarrià Barcelona,Barcelona,Sarrià,1650.0,70.0,23.57,1,,2009,True
Alquiler piso alquiler temporal de apartamento de 2 habitaciones en Barcelona,Barcelona,Raval,1550.0,62.0,25.0,2,2,-1,True
Alquiler apartamento  con ascensor en Sant Gervasi - Galvany Barcelona,Barcelona,Sant Gervasi - Galvany,1500.0,64.0,23.44,1,,1980,False
Alquiler piso hermoso duplex con balcón ubicado en el centro en Barcelona,Barcelona,Gòtic,1400.0,14.0,100.0,,,-1,True
Alquiler apartamento  amueblado en Pedralbes Barcelona,Barcelona,Pedralbes,1789.0,37.0,48.35,,,-1,False
Alquiler apartamento  amueblado en Pedralbes Barcelona,Barcelona,Pedralbes,1742.0,37.0,47.08,,,-1,False
Alquiler piso  con 2 habitaciones amueblado con ascensor en Barcelona,Barcelona,Raval,1600.0,70.0,22.86,2,2,-1,True
Alquiler piso  en alquiler en sant gervasi-galvany en Barcelona,Barcelona,Sant Gervasi - Galvany,4000.0,206.0,19.42,5,3,1937,False
Alquiler apartamento  de 2 habitaciones en gràcia en Barcelona,Barcelona,Putget - Farró,1945.0,65.0,29.92,2,,-1,False
Alquiler ático luminoso ático amueblado y equipado en zona céntrica en Barcelona,Barcelona,Raval,1715.0,60.0,28.58,2,,-1,True
Alquiler dúplex  con 2 habitaciones en Sants Barcelona,Barcelona,Sants,1500.0,98.0,15.31,2,2,-1,True
Alquiler piso impecable en inmejorable ubicación en Barcelona,Barcelona,Gòtic,2800.0,134.0,20.9,3,2,-1,True
Alquiler piso moderno apartamento de alquiler a pasos del metro poble sec en Barcelona,Barcelona,El Poble Sec - Parc de Montjuïc,1880.0,54.0,34.81,2,,-1,False
"Alquiler piso  amueblado con ascensor, calefacción y aire acondicionado en Barcelona",Barcelona,L´Antiga Esquerra de l´Eixample,1250.0,70.0,17.86,1,2,-1,True
Alquiler casa agradable casa reformada en plena naturaleza con piscina en vallvidrera. en Barcelona,Barcelona,Vallvidrera - Tibidabo - Les Planes,5500.0,680.0,8.09,4,4,2019,True
Alquiler piso en Sant Antoni Barcelona,Barcelona,Sant Antoni,1895.0,85.0,22.29,3,2,-1,False
Alquiler piso apartamento de 2 dormitorios con terraza en gràcia en Barcelona,Barcelona,El Camp d´en Grassot i Gràcia Nova,2355.0,90.0,26.17,2,,-1,True
Alquiler piso luminoso apartamento amueblado con terraza en calle provença en Barcelona,Barcelona,La Nova Esquerra de l´Eixample,1790.0,64.0,27.97,3,,-1,True
Alquiler piso  con 2 habitaciones en Vila de Gràcia Barcelona,Barcelona,Vila de Gràcia,1590.0,78.0,20.38,2,,-1,False
Alquiler apartamento en Putget - Farró Barcelona,Barcelona,Putget - Farró,2200.0,80.0,27.5,2,,-1,True
Alquiler dúplex en ronda general mitre atico duplex con piscina en Barcelona,Barcelona,Putget - Farró,5500.0,198.0,27.78,5,5,1968,True
Alquiler casa chalet en Pedralbes en Pedralbes Barcelona,Barcelona,Pedralbes,20000.0,511.0,39.14,5,4,1958,True
Alquiler piso precioso y funcional piso de obra nueva en sarrià en Barcelona,Barcelona,Vallvidrera - Tibidabo - Les Planes,3650.0,129.0,28.29,3,2,2023,True
Alquiler piso espectacular piso de obra nueva en Sarrià en Barcelona,Barcelona,Sarrià,3450.0,134.0,25.75,3,2,2023,True
Alquiler dúplex exclusivo dúplex con jardín privado en Sarrià en Barcelona,Barcelona,Sarrià,4000.0,170.0,23.53,3,3,2023,True
Alquiler piso espectacular piso de obra nueva en Sarrià en Barcelona,Barcelona,Sarrià,3750.0,134.0,27.99,3,2,2023,True
Alquiler apartamento maravilloso piso amueblado al lado de paseo de gracia en Barcelona,Barcelona,Dreta de l´Eixample,3500.0,148.0,23.65,148,2,1930,True
"Alquiler piso gran piso ubicado en la plaza tetuán, intersección del passeig sant joan y la gran vía, a pocos minutos del corazón de la ciudad. piso amplio con mucha luz y de grandes espacios. en Barcelona",Barcelona,Dreta de l´Eixample,3100.0,169.0,18.34,4,3,1950,True
